decimalLatitude,decimalLongitude,genus
11.35,162.322,Echinophyllia
11.35,162.322,Pavona
11.6653,162.237,Favites
11.6686,162.183,Cyphastrea
11.4597,162.093,Lobophyllia
11.6686,162.183,Acropora
11.4511,162.396,Dipsastraea
11.6611,162.244,Psammocora
11.4597,162.093,Turbinaria
11.4511,162.396,Pavona
11.4511,162.396,Platygyra
11.6686,162.183,Caulastraea
11.4306,162.392,Astrea
11.3528,162.205,Echinopora
11.6653,162.237,Fungia
11.35,162.322,Stylocoeniella
11.4511,162.396,Paragoniastrea
11.3528,162.205,Pavona
11.4597,162.093,Pocillopora
11.6653,162.237,Acropora
11.4597,162.093,Paragoniastrea
11.35,162.322,Astreopora
11.4511,162.396,Fungia
11.35,162.322,Goniastrea
11.35,162.322,Montipora
11.6686,162.183,Astrea
11.4511,162.396,Acropora
11.3928,162.333,Lithophyllon
11.4597,162.093,Dipsastraea
11.39,162.333,Paragoniastrea
11.3542,162.205,Pavona
11.4597,162.093,Astreopora
11.6686,162.183,Dipsastraea
11.35,162.322,Favites
11.3528,162.205,Dipsastraea
11.4306,162.392,Stylophora
11.6686,162.183,Leptastrea
11.6653,162.237,Paragoniastrea
11.35,162.322,Lobophyllia
11.3475,162.329,Leptastrea
11.4306,162.392,Pocillopora
11.39,162.333,Platygyra
11.6686,162.183,Goniastrea
11.4486,162.401,Pocillopora
11.4511,162.396,Seriatopora
11.35,162.322,Acropora
11.39,162.333,Dipsastraea
11.39,162.333,Fungia
11.4306,162.392,Turbinaria
11.478,162.08,Pavona
11.6686,162.183,Pocillopora
11.4597,162.093,Merulina
11.39,162.333,Seriatopora
11.3528,162.205,Pocillopora
11.6611,162.244,Acropora
11.35,162.322,Psammocora
11.4597,162.093,Fungia
11.4306,162.392,Dipsastraea
11.4511,162.396,Acanthastrea
11.6686,162.183,Astreopora
11.45583,162.08883,Echinophyllia
11.45583,162.08883,Astreopora
11.45583,162.08883,Lobophyllia
11.38733,162.33333,Lobactis
11.43917,162.08883,Lobophyllia
11.45583,162.08883,Psammocora
11.35167,162.20317,Goniastrea
11.38733,162.33333,Dipsastraea
11.38733,162.33333,Echinophyllia
11.38733,162.33333,Psammocora
11.45067,162.39067,Astrea
11.35,162.31967,Leptoseris
11.45583,162.08883,Pavona
11.45583,162.08883,Astrea
11.35167,162.20317,Echinophyllia
11.45583,162.08883,Lobactis
11.45583,162.08883,Pachyseris
11.38733,162.33333,Herpolitha
11.65667,162.2395,Fungia
11.35167,162.20317,Paragoniastrea
11.35167,162.20317,Favites
11.38733,162.33333,Fungia
11.425,162.38867,Pocillopora
11.65917,162.2355,Fungia
11.66783,162.18333,Pavona
11.35167,162.20317,Hydnophora
11.45583,162.08883,Acropora
11.45583,162.08883,Merulina
11.66783,162.18333,Goniastrea
11.45583,162.08883,Dipsastraea
11.38733,162.33333,Lobophyllia
11.38733,162.33333,Cycloseris
11.45583,162.08883,Goniastrea
11.35,162.31967,Astreopora
11.35,162.31967,Pavona
11.45067,162.39067,Fungia
11.35167,162.20317,Merulina
11.425,162.38867,Favites
11.35167,162.20317,Pocillopora
11.45067,162.39067,Goniastrea
11.35167,162.20317,Pleuractis
11.65917,162.2355,Ctenactis
11.66783,162.18333,Dipsastraea
11.66783,162.18333,Psammocora
11.66783,162.18333,Fungia
11.45583,162.08883,Acanthastrea
11.425,162.38867,Astrea
11.66783,162.18333,Pocillopora
11.833333,162.25,Acropora
11.4486,162.401,Psammocora
11.4486,162.401,Turbinaria
11.4689,162.405,Stylocoeniella
11.4689,162.405,Gardineroseris
11.3858,162.367,Oulophyllia
11.6122,162.336,Lobophyllia
11.3956,162.356,Favites
11.4781,162.08,Turbinaria
11.4781,162.08,Pocillopora
11.62,162.333,Merulina
11.4781,162.08,Leptastrea
11.4544,162.1,Dipsastraea
11.62,162.333,Pavona
11.4689,162.405,Psammocora
11.4258,162.373,Montipora
11.4689,162.405,Pavona
11.62,162.333,Psammocora
11.365,162.35,Seriatopora
11.4781,162.08,Pavona
11.62,162.333,Turbinaria
11.365,162.35,Pavona
11.4544,162.1,Pavona
11.62,162.333,Hydnophora
11.62,162.333,Platygyra
11.4258,162.373,Pocillopora
11.365,162.35,Echinophyllia
11.6122,162.336,Echinopora
11.3944,162.374,Acropora
11.3567,162.352,Acropora
11.4708,162.083,Leptoseris
11.3956,162.356,Dipsastraea
11.3944,162.374,Pavona
11.4781,162.08,Dipsastraea
11.3858,162.367,Pavona
11.3858,162.367,Stylophora
11.6686,162.183,Psammocora
11.3956,162.356,Leptoseris
11.365,162.35,Galaxea
11.3956,162.356,Montipora
11.4486,162.401,Pavona
11.4544,162.1,Pocillopora
11.4708,162.083,Fungia
11.4544,162.1,Stylocoeniella
11.62,162.333,Leptastrea
11.6122,162.336,Pavona
11.4542,162.1,Pocillopora
11.3944,162.374,Favites
11.3956,162.356,Lobophyllia
11.4486,162.401,Lobophyllia
11.4689,162.405,Echinophyllia
11.3625,162.351,Montipora
11.4689,162.405,Turbinaria
11.3944,162.374,Lobophyllia
11.4689,162.405,Dipsastraea
11.3956,162.356,Acropora
11.4544,162.1,Psammocora
11.62,162.333,Fungia
11.4486,162.401,Montipora
11.4689,162.405,Leptoseris
11.62,162.333,Stylophora
11.4689,162.405,Pocillopora
11.4781,162.08,Echinophyllia
11.4544,162.1,Fungia
11.3956,162.356,Pocillopora
11.4258,162.373,Fungia
11.3858,162.367,Platygyra
11.62,162.333,Euphyllia
11.62,162.333,Echinopora
11.62,162.333,Montipora
11.4708,162.083,Echinophyllia
11.3761,162.159,Psammocora
11.6122,162.336,Acropora
11.6122,162.336,Merulina
11.365,162.35,Leptoseris
11.3944,162.374,Astrea
11.3858,162.367,Lobophyllia
11.62,162.333,Gardineroseris
11.62,162.333,Stylocoeniella
11.365,162.35,Stylocoeniella
11.3944,162.374,Leptastrea
11.39067,162.3535,Caulastraea
11.61867,162.33333,Paragoniastrea
11.4425,162.4005,Platygyra
11.359,162.35017,Platygyra
11.61867,162.33333,Stylophora
11.39067,162.3535,Favites
11.39067,162.3535,Dipsastraea
11.39,162.37083,Pocillopora
11.4735,162.07483,Dipsastraea
11.61867,162.33333,Psammocora
11.39,162.37083,Lobophyllia
11.4735,162.07483,Pocillopora
11.61867,162.33333,Hydnophora
11.4735,162.07483,Platygyra
11.39067,162.3535,Fungia
11.61867,162.33333,Euphyllia
11.42217,162.3705,Pocillopora
11.61867,162.33333,Dipsastraea
11.4735,162.07483,Merulina
11.42217,162.3705,Acropora
11.37233,162.15517,Favites
11.45267,162.1,Pocillopora
11.38383,162.36667,Gardineroseris
11.4425,162.4005,Psammocora
11.37233,162.15517,Pavona
11.359,162.35017,Astrea
11.4425,162.4005,Pocillopora
11.39067,162.3535,Lobophyllia
11.468,162.403,Psammocora
11.39,162.37083,Psammocora
11.60733,162.33467,Stylocoeniella
11.39,162.37083,Fungia
11.42217,162.3705,Fungia
11.39067,162.3535,Pavona
11.39067,162.3535,Goniastrea
11.45267,162.1,Psammocora
11.4425,162.4005,Acropora
11.39067,162.3535,Pocillopora
11.4425,162.4005,Oulophyllia
11.61867,162.33333,Acropora
11.359,162.35017,Echinophyllia
11.4425,162.4005,Ctenactis
11.468,162.403,Pavona
11.38483,162.36667,Fungia
11.39067,162.3535,Pectinia
11.365,162.35,Montipora
11.365,162.35,Plerogyra
11.3956,162.356,Pectinia
11.5,162.333,Stylocoeniella
11.5,162.333,Turbinaria
11.386148,162.365715,Psammocora
11.671672,162.220373,Acropora
11.371594,162.162649,Pocillopora
11.671672,162.220373,Montipora
11.47,162.1,Pocillopora
11.47,162.1,Acropora
11.337054,162.313038,Pocillopora
11.382444,162.338774,Isopora
11.456198,162.089981,Acropora
11.382444,162.338774,Psammocora
11.509675,162.333981,Pocillopora
11.456198,162.089981,Pocillopora
11.619749,162.203656,Pocillopora
11.382444,162.338774,Montipora
11.382444,162.338774,Acropora
11.4572,162.096,Acropora
11.4572,162.096,Pocillopora
11.4581,162.096,Lobophyllia
11.6578,162.244,Acropora
11.5,162.333,Porites
11.5,162.333,Astreopora
11.5,162.333,Hydnophora
11.5,162.333,Montipora
11.5,162.333,Favia
11.5,162.333,Pavona
11.5,162.333,Acropora
11.5,162.333,Psammocora
11.5,162.333,Isopora
11.5,162.333,Pocillopora
11.5,162.333,Favites
11.5,162.333,Plesiastrea
11.5,162.333,Acanthastrea
11.47,162.1,Fungia
11.47,162.1,Dipsastraea
11.47,162.1,Favites
11.47,162.1,Isopora
11.47,162.1,Porites
11.47,162.1,Echinophyllia
11.47,162.1,Montipora
11.47,162.1,Pavona
11.47,162.1,Oulophyllia
11.47,162.1,Goniastrea
11.6278,165.439,Montipora
11.6043,165.244,Pocillopora
11.5308,165.548,Leptoseris
11.6278,165.439,Acropora
11.5308,165.548,Acropora
11.47,162.1,Platygyra
11.47,162.1,Plesiastrea
11.47,162.1,Turbinaria
11.585,165.559,Deltocyathus
11.45,166.68,Lobactis
5.85,169.632996,Cycloseris
9.168981,167.40387,Favia
10.82,167.25,Acropora
6.04691,169.287,Cycloseris
10.33,170.03,Seriatopora
10.33,170.03,Pavona
6.04691,169.287,Porites
10,167,Pavona
6.033333,169.55,Pavona
11.3883,162.305,Cycloseris
11.355,162.277,Dendrophyllia
11.3483,162.35,Montipora
9.083333,167.333333,Stylophora
9.083333,167.333333,Acropora
9.083333,167.333333,Lobophyllia
9.083333,167.333333,Pocillopora
9.083333,167.333333,Leptoseris
4.633333,168.716667,Tubastraea
11.6,162.8,Acropora
11.5,162.8,Acropora
10.316667,170.9,Acropora
10.316667,170.9,Isopora
7.083333,171.7,Acropora
7.083333,171.7,Isopora
11.6,162.8,Bernardpora
11.6,162.8,Pavona
11.6,162.8,Ctenactis
11.6,162.8,Podabacia
11.6,162.8,Cycloseris
12,168.5,Acropora
11.833333,162.25,Isopora
11.5,162.25,Isopora
11.5,162.25,Acropora
11.4667,162.4,Montipora
11.4667,162.4,Acropora
11.3858,162.367,Astreopora
11.4597,162.143,Lobophyllia
11.4689,162.405,Pachyseris
11.15,169.63,Porites
11.666667,162.199997,Porites
11.383333,162.366669,Porites
11.583333,165.416672,Seriatopora
11.583333,165.416672,Porites
11.583333,165.416672,Cycloseris
11.583333,165.416672,Cyphastrea
11.583333,165.416672,Stylophora
11.583333,165.416672,Acropora
9,167,Porites
9,167,Galaxea
9,167,Stylophora
9,167,Pocillopora
9,167,Stylocoeniella
9,167,Seriatopora
9,167,Dipsastraea
9,167,Cynarina
9,167,Platygyra
9,167,Montipora
9,167,Acropora
9,167,Alveopora
9,167,Cycloseris
9,167,Leptoseris
9,167,Peponocyathus
9,167,Cyphastrea
9,167,Astreopora
9,167,Pavona
5.67,168.119995,Lobophyllia
7.1,171.75,Leptoseris
7.1,171.75,Galaxea
6,169.582993,Galaxea
7.08,171.130005,Acropora
7.08,171.699997,Acropora
5.67,168.119995,Dipsastraea
6,169.669998,Dipsastraea
7.1,171.75,Acanthastrea
9.5,170,Dipsastraea
7.1,171.75,Echinophyllia
6,169.582993,Fungia
7.08,171.699997,Isopora
6,169.582993,Acropora
6,169.582993,Dipsastraea
5.67,168.119995,Cyphastrea
5.67,168.119995,Euphyllia
6,169.582993,Goniastrea
9,167.5,Dipsastraea
6,169.582993,Echinopora
5.67,168.119995,Favites
6,169.669998,Favites
6,169.582993,Astreopora
6,169.669998,Platygyra
9.5,170,Platygyra
5.67,168.119995,Echinopora
6,169.669998,Galaxea
7.1,171.75,Acropora
9.5,170,Goniastrea
6,169.669998,Goniastrea
6,169.582993,Isopora
6,169.582993,Cyphastrea
5.6,168.117004,Astreopora
6,169.582993,Herpolitha
6,169.669998,Gardineroseris
5.67,168.119995,Goniastrea
6,169.582993,Goniopora
6,169.669998,Pavona
6,169.582993,Halomitra
6,169.582993,Sandalolitha
7.1,171.75,Hydnophora
9.5,170,Hydnophora
9.5,170,Pocillopora
6,169.582993,Hydnophora
6,169.669998,Psammocora
6,169.582993,Physogyra
7.1,171.75,Pavona
9.5,170,Lobophyllia
6,169.582993,Ctenactis
6,169.582993,Pavona
5.67,168.119995,Pavona
9.9,169.149994,Pavona
9.5,170,Astrea
5.67,168.119995,Astrea
6,169.582993,Pachyseris
6,169.669998,Plesiastrea
5.67,168.119995,Stylophora
9,167.5,Stylophora
9.5,170,Stylophora
6,169.669998,Stylophora
9.5,170,Seriatopora
6,169.669998,Pocillopora
5.67,168.119995,Pocillopora
9,167.5,Pocillopora
6,169.669998,Seriatopora
6,169.582993,Porites
9.5,170,Leptoria
5.67,168.119995,Leptoria
5.67,168.119995,Oulophyllia
6,169.582993,Psammocora
9,167.5,Leptoria
11.56,165.233002,Herpolitha
11.5,165.399994,Herpolitha
11.5,162.800003,Acropora
11.683,165.427002,Acropora
11.683,165.427002,Platygyra
11.5,162.330002,Stylophora
14.63,169,Goniastrea
11.699,165.330002,Montipora
11.6,162.800003,Acropora
11.518,165.565994,Porites
11.699,165.330002,Leptastrea
11.5,165.339996,Seriatopora
11.699,165.330002,Seriatopora
11.699,165.330002,Astreopora
11.699,165.330002,Acropora
11.699,165.330002,Porites
11.575,165.216995,Stylocoeniella
11.53,165.550003,Acropora
10.32,170.899994,Acropora
14.63,169,Seriatopora
11.699,165.330002,Euphyllia
11.5,165.339996,Rhizopsammia
11.696,165.289001,Lithophyllon
11.699,165.330002,Stylophora
11.685,165.384995,Favites
16.75,168,Pocillopora
11.56,165.233002,Isopora
11.4,167.483002,Pocillopora
10.33,159.929993,Leptastrea
11.496,165.369995,Montipora
11.699,165.330002,Anacropora
11.575,165.216995,Stylophora
11.461,162.095993,Turbinaria
11.461,162.095993,Acropora
11.45,166.690002,Astreopora
11.696,165.289001,Lobophyllia
14.63,169,Stylophora
11.496,165.369995,Acropora
11.56,165.233002,Acropora
11.45,166.690002,Herpolitha
11.5,165.339996,Stylocoeniella
11.4,167.483002,Acropora
11.496,165.369995,Goniastrea
11.699,165.330002,Oulophyllia
11.699,165.330002,Echinophyllia
11.5,165.339996,Acropora
11.52,165.559998,Stylophora
11.518,165.565994,Favites
11.699,165.330002,Cyphastrea
11.4,167.483002,Lobophyllia
11.56,165.233002,Montipora
11.696,165.289001,Porites
11.699,165.330002,Lithophyllon
11.2,167.449997,Stylocoeniella
11.699,165.330002,Cycloseris
11.699,165.330002,Dipsastraea
11.518,165.565994,Plesiastrea
11.15,166.772003,Plesiastrea
12.198,162.179993,Acropora
11.461,162.095993,Montipora
11.4,167.483002,Porites
11.45,166.690002,Fungia
11.519,165.567001,Porites
11.333,166.832993,Caryophyllia
11.575,165.216995,Acropora
11.575,165.216995,Isopora
11.519,165.567001,Acropora
11.696,165.289001,Pocillopora
12.198,162.179993,Stylophora
10.33,159.929993,Lobophyllia
11.63,165.440002,Acropora
11.63,165.440002,Montipora
11.4,167.483002,Favites
12.198,162.179993,Montipora
11.5,165.339996,Platygyra
11.52,165.559998,Dendrophyllia
11.56,165.233002,Platygyra
14.63,169,Lobophyllia
11.2,166.899994,Acropora
11.683,165.427002,Stylocoeniella
11.518,165.565994,Stylocoeniella
11.518,165.565994,Psammocora
11.699,165.330002,Dendrophyllia
11.699,165.330002,Turbinaria
11.699,165.330002,Plesiastrea
11.4,167.483002,Pavona
11.333,166.832993,Acropora
11.45,166.690002,Echinophyllia
11.575,165.216995,Pocillopora
11.63,165.440002,Seriatopora
11.496,165.369995,Pavona
11.5,165.339996,Pocillopora
11.519,165.567001,Plesiastrea
11.683,165.427002,Pocillopora
11.53,165.550003,Cladopsammia
11.5,165.339996,Psammocora
11.575,165.216995,Plesiastrea
11.4,167.483002,Oulophyllia
11.699,165.330002,Stylocoeniella
11.5,165.339996,Montipora
10.33,159.929993,Stylophora
11.699,165.330002,Pocillopora
11.496,165.369995,Porites
11.5,165.339996,Desmophyllum
11.5,162.330002,Goniastrea
11.56,165.233002,Pocillopora
11.56,165.233002,Porites
11.518,165.565994,Leptoseris
11.575,165.216995,Porites
11.699,165.330002,Lobophyllia
11.5,165.339996,Leptoseris
14.63,169,Pocillopora
11.63,165.440002,Stylocoeniella
11.52,165.559998,Acropora
11.4,167.483002,Isopora
11.699,165.330002,Leptoseris
11.699,165.330002,Diploastrea
11.699,165.330002,Favites
11.5,165.339996,Pachyseris
11.496,165.369995,Pocillopora
11.696,165.289001,Oulophyllia
11.696,165.289001,Turbinaria
11.699,165.330002,Paragoniastrea
11.683,165.427002,Isopora
11.4,167.483002,Seriatopora
11.699,165.330002,Isopora
11.696,165.289001,Acropora
10.33,159.929993,Goniastrea
11.56,165.233002,Plesiastrea
11.699,165.330002,Goniastrea
11.5,165.339996,Echinophyllia
16.75,168,Madrepora
11.683,165.427002,Leptastrea
11.5,165.339996,Goniopora
11.699,165.330002,Astrea
11.519,165.567001,Platygyra
11.45,166.690002,Lithophyllon
11.2,167.449997,Porites
11.2,166.899994,Plesiastrea
11.56,165.233002,Goniastrea
11.63,165.440002,Cycloseris
11.461,162.095993,Plesiastrea
11.15,166.772003,Acropora
11.566,165.559998,Acropora
11.518,165.565994,Goniastrea
11.5,162.330002,Leptoria
11.15,166.772003,Platygyra
11.518,165.565994,Seriatopora
11.699,165.330002,Platygyra
11.699,165.330002,Dactylotrochus
11.696,165.289001,Euphyllia
11.5,165.339996,Turbinaria
11.699,165.330002,Sinuorota
11.519,165.567001,Isopora
11.4,167.483002,Goniastrea
11.333,166.832993,Cycloseris
11.683,165.427002,Seriatopora
10.33,159.929993,Seriatopora
11.575,165.216995,Montipora
11.53,165.550003,Leptoseris
11.5,165.339996,Cyphastrea
11.15,166.772003,Montipora
12.198,162.179993,Platygyra
16.75,168,Porites
11.685,165.384995,Lobophyllia
11.5,165.339996,Isopora
11.56,165.233002,Stylophora
11.699,165.330002,Pavona
11.699,165.330002,Pachyseris
11.333,166.832993,Stylophora
11.683,165.427002,Stylophora
16.75,168,Acropora
11.5,165.339996,Stylophora
11.5,165.339996,Plesiastrea
11.683,165.427002,Montipora
11.4,167.483002,Platygyra
16.75,168,Montipora
11.333,166.832993,Seriatopora
12.118,162.302994,Isopora
11.52,165.559998,Caryophyllia
12.118,162.302994,Acropora
11.699,165.330002,Madracis
12.198,162.179993,Goniastrea
11.519,165.567001,Cyphastrea
11.519,165.567001,Dipsastraea
10.33,159.929993,Galaxea
11.518,165.565994,Pavona
14.63,169,Dipsastraea
10.33,159.929993,Leptoria
11.5,165.339996,Dipsastraea
11.31,166.932007,Lobactis
11.699,165.330002,Psammocora
11.56,165.233002,Psammocora
11.696,165.289001,Astreopora
11.15,166.772003,Hydnophora
11.43,162.380005,Acropora
11.519,165.567001,Pocillopora
11.53,165.550003,Isopora
12.198,162.179993,Astreopora
12.198,162.179993,Isopora
11.56,165.233002,Lobactis
11.53,165.550003,Javania
11.699,165.330002,Culicia
11.56,165.233002,Turbinaria
12.198,162.179993,Lobactis
11.683,165.427002,Dipsastraea
11.696,165.289001,Lobactis
14.63,169,Echinopora
11.45,166.690002,Lobactis
11.696,165.289001,Dipsastraea
11.696,165.289001,Fungia
10.33,159.929993,Dipsastraea
10.33,159.929993,Pocillopora
11.56,165.233002,Lobophyllia
11.696,165.289001,Acanthastrea
11.5,165.339996,Coscinaraea
11.33,166.830002,Fungia
11.461,162.095993,Dipsastraea
11.15,166.772003,Lobactis
10.33,159.929993,Plesiastrea
11.699,165.330002,Oxypora
11.575,165.216995,Astreopora
14.63,169,Leptastrea
11.518,165.565994,Pocillopora
11.5,165.399994,Sandalolitha
11.5,162.330002,Hydnophora
11.461,162.095993,Lobophyllia
11.53,165.550003,Montipora
14.63,169,Hydnophora
11.699,165.330002,Goniopora
11.333,166.832993,Anacropora
11.2,166.899994,Lobophyllia
11.683,165.427002,Cyphastrea
10.33,159.929993,Cyphastrea
11.575,165.216995,Lobactis
11.15,166.772003,Pocillopora
11.461,162.095993,Astreopora
11.518,165.565994,Sandalolitha
11.4,167.483002,Dipsastraea
11.696,165.289001,Isopora
11.699,165.330002,Alveopora
11.4,167.483002,Astreopora
11.696,165.289001,Psammocora
11.517,165.294998,Porites
11.15,166.772003,Porites
11.461,162.095993,Pocillopora
11.575,165.216995,Turbinaria
16.75,168,Pavona
11.518,165.565994,Acropora
12.198,162.179993,Pocillopora
11.5,162.330002,Astrea
11.5,165.339996,Porites
11.5,162.330002,Favites
11.575,165.216995,Dipsastraea
11.566,165.559998,Dipsastraea
11.696,165.289001,Montipora
11.699,165.330002,Lobactis
11.52,165.559998,Isopora
11.461,162.095993,Porites
11.52,165.283005,Porites
11.699,165.330002,Hydnophora
11.53,165.550003,Pavona
11.5,165.339996,Paracyathus
11.566,165.559998,Porites
11.52,165.559998,Pocillopora
11.696,165.289001,Pavona
11.52,165.559998,Astreopora
11.566,165.559998,Montipora
11.52,165.559998,Paracyathus
11.15,166.772003,Pavona
11.4,167.483002,Montipora
11.699,165.330002,Echinopora
11.518,165.565994,Montipora
10.33,159.929993,Pavona
10.33,159.929993,Astrea
11.5,165.399994,Leptoseris
11.5,165.339996,Astreopora
11.4,167.483002,Lobactis
11.52,165.565994,Porites
11.2,166.899994,Montipora
14.63,169,Leptoria
11.496,165.369995,Isopora
11.699,165.330002,Coscinaraea
11.699,165.330002,Deltocyathus
11.518,165.565994,Dipsastraea
11.5,165.339996,Dendrophyllia
11.333,166.832993,Porites
11.5,162.330002,Dipsastraea
12.198,162.179993,Dipsastraea
11.2,166.899994,Isopora
11.699,165.330002,Fungia
10.33,159.929993,Platygyra
11.5,165.339996,Cycloseris
11.52,165.559998,Echinopora
10.33,159.929993,Favites
11.519,165.567001,Psammocora
11.683,165.427002,Astreopora
12.198,162.179993,Cyphastrea
14.63,169,Plesiastrea
11.575,165.216995,Lobophyllia
11.2,166.899994,Pocillopora
11.5,165.399994,Alveopora
11.575,165.216995,Cyphastrea
10,167,Merulina
10,167,Stylophora
